"ID"	"Description"	"pvalue"	"p.adjust"	"Sign"
"GO:0043900"	"regulation of multi-organism process"	0.00243618144518543	0.0158879633250176	NA
"GO:0052547"	"regulation of peptidase activity"	0.00248276536466506	0.0161648267419873	NA
"GO:0034284"	"response to monosaccharide"	0.00249659887738709	0.0162278927030161	NA
"GO:0021603"	"cranial nerve formation"	0.00261761175503198	0.0168465703905265	NA
"GO:0035425"	"autocrine signaling"	0.00261761175503198	0.0168465703905265	NA
"GO:0045919"	"positive regulation of cytolysis"	0.00261761175503198	0.0168465703905265	NA
"GO:0048631"	"regulation of skeletal muscle tissue growth"	0.00261761175503198	0.0168465703905265	NA
"GO:0048743"	"positive regulation of skeletal muscle fiber development"	0.00261761175503198	0.0168465703905265	NA
"GO:0061888"	"regulation of astrocyte activation"	0.00261761175503198	0.0168465703905265	NA
"GO:0030279"	"negative regulation of ossification"	0.00265942139943066	0.0170875466928936	NA
"GO:0015711"	"organic anion transport"	0.00267637291636797	0.0171682741340129	NA
"GO:0043583"	"ear development"	0.00268842470003827	0.0172173581853515	NA
"GO:0071333"	"cellular response to glucose stimulus"	0.00272636193921619	0.0174317880198578	NA
"GO:0045776"	"negative regulation of blood pressure"	0.00276297468740665	0.0176083386837495	NA
"GO:2000401"	"regulation of lymphocyte migration"	0.00276297468740665	0.0176083386837495	NA
"GO:2001233"	"regulation of apoptotic signaling pathway"	0.00277765437278827	0.0176731082288138	NA
"GO:0001909"	"leukocyte mediated cytotoxicity"	0.00282453469759808	0.0179131349622387	NA
"GO:0061041"	"regulation of wound healing"	0.00282453469759808	0.0179131349622387	NA
"GO:0010466"	"negative regulation of peptidase activity"	0.00290147371819761	0.0183416262670553	NA
"GO:0022409"	"positive regulation of cell-cell adhesion"	0.00290147371819761	0.0183416262670553	NA
"GO:0071331"	"cellular response to hexose stimulus"	0.00292533131908087	0.0184328847851263	NA
"GO:0090288"	"negative regulation of cellular response to growth factor stimulus"	0.00292533131908087	0.0184328847851263	NA
"GO:0046850"	"regulation of bone remodeling"	0.00293772048671498	0.0184515253041986	NA
"GO:0050982"	"detection of mechanical stimulus"	0.00293772048671498	0.0184515253041986	NA
"GO:0071804"	"cellular potassium ion transport"	0.00298189706124818	0.0186690611210626	NA
"GO:0071805"	"potassium ion transmembrane transport"	0.00298189706124818	0.0186690611210626	NA
"GO:0007613"	"memory"	0.00302879510028626	0.0189021933451677	NA
"GO:0071326"	"cellular response to monosaccharide stimulus"	0.00302879510028626	0.0189021933451677	NA
"GO:0045639"	"positive regulation of myeloid cell differentiation"	0.00303872485030143	0.0189339655083272	NA
"GO:0051091"	"positive regulation of DNA-binding transcription factor activity"	0.00305066786459461	0.0189781611353874	NA
"GO:0050731"	"positive regulation of peptidyl-tyrosine phosphorylation"	0.00306934114045346	0.019064018861261	NA
"GO:0014911"	"positive regulation of smooth muscle cell migration"	0.0031198728664697	0.0192252953173164	NA
"GO:0045600"	"positive regulation of fat cell differentiation"	0.0031198728664697	0.0192252953173164	NA
"GO:0051591"	"response to cAMP"	0.0031198728664697	0.0192252953173164	NA
"GO:0051926"	"negative regulation of calcium ion transport"	0.0031198728664697	0.0192252953173164	NA
"GO:1905207"	"regulation of cardiocyte differentiation"	0.0031198728664697	0.0192252953173164	NA
"GO:0051604"	"protein maturation"	0.00317093118649637	0.0193845621025056	NA
"GO:0010803"	"regulation of tumor necrosis factor-mediated signaling pathway"	0.00317544193910198	0.0193845621025056	NA
"GO:0021602"	"cranial nerve morphogenesis"	0.00317544193910198	0.0193845621025056	NA
"GO:0048643"	"positive regulation of skeletal muscle tissue development"	0.00317544193910198	0.0193845621025056	NA
"GO:0060143"	"positive regulation of syncytium formation by plasma membrane fusion"	0.00317544193910198	0.0193845621025056	NA
"GO:0061082"	"myeloid leukocyte cytokine production"	0.00317544193910198	0.0193845621025056	NA
"GO:0016042"	"lipid catabolic process"	0.00324096452004548	0.0197408598261282	NA
"GO:1905952"	"regulation of lipid localization"	0.00324389799851787	0.0197408598261282	NA
"GO:0046849"	"bone remodeling"	0.00331234309400559	0.019944523325181	NA
"GO:1901222"	"regulation of NIK/NF-kappaB signaling"	0.00331234309400559	0.019944523325181	NA
"GO:0007567"	"parturition"	0.00334362568395572	0.019944523325181	NA
"GO:0034351"	"negative regulation of glial cell apoptotic process"	0.00334362568395572	0.019944523325181	NA
"GO:0043569"	"negative regulation of insulin-like growth factor receptor signaling pathway"	0.00334362568395572	0.019944523325181	NA
"GO:0086036"	"regulation of cardiac muscle cell membrane potential"	0.00334362568395572	0.019944523325181	NA
"GO:0099624"	"atrial cardiac muscle cell membrane repolarization"	0.00334362568395572	0.019944523325181	NA
"GO:1902023"	"L-arginine transport"	0.00334362568395572	0.019944523325181	NA
"GO:1903236"	"regulation of leukocyte tethering or rolling"	0.00334362568395572	0.019944523325181	NA
"GO:1904058"	"positive regulation of sensory perception of pain"	0.00334362568395572	0.019944523325181	NA
"GO:2000051"	"negative regulation of non-canonical Wnt signaling pathway"	0.00334362568395572	0.019944523325181	NA
"GO:2000270"	"negative regulation of fibroblast apoptotic process"	0.00334362568395572	0.019944523325181	NA
"GO:2001280"	"positive regulation of unsaturated fatty acid biosynthetic process"	0.00334362568395572	0.019944523325181	NA
"GO:0010522"	"regulation of calcium ion transport into cytosol"	0.00345560194901486	0.0205684448649869	NA
"GO:0002831"	"regulation of response to biotic stimulus"	0.003470192325977	0.0205684448649869	NA
"GO:0042133"	"neurotransmitter metabolic process"	0.003470192325977	0.0205684448649869	NA
"GO:0010758"	"regulation of macrophage chemotaxis"	0.00349027533614907	0.0205684448649869	NA
"GO:0043032"	"positive regulation of macrophage activation"	0.00349027533614907	0.0205684448649869	NA
"GO:0045662"	"negative regulation of myoblast differentiation"	0.00349027533614907	0.0205684448649869	NA
"GO:0090022"	"regulation of neutrophil chemotaxis"	0.00349027533614907	0.0205684448649869	NA
"GO:0090075"	"relaxation of muscle"	0.00349027533614907	0.0205684448649869	NA
"GO:0034121"	"regulation of toll-like receptor signaling pathway"	0.00350699657446301	0.0206049213151258	NA
"GO:0042246"	"tissue regeneration"	0.00350699657446301	0.0206049213151258	NA
"GO:0007519"	"skeletal muscle tissue development"	0.00353635834197666	0.0207462821471584	NA
"GO:0043542"	"endothelial cell migration"	0.00363591957631739	0.0212984330870209	NA
"GO:0050728"	"negative regulation of inflammatory response"	0.00370802877662083	0.0216162029665584	NA
"GO:0002763"	"positive regulation of myeloid leukocyte differentiation"	0.00371226383683293	0.0216162029665584	NA
"GO:0007566"	"embryo implantation"	0.00371226383683293	0.0216162029665584	NA
"GO:0010676"	"positive regulation of cellular carbohydrate metabolic process"	0.00371226383683293	0.0216162029665584	NA
"GO:0008217"	"regulation of blood pressure"	0.00373760005100326	0.0217313952445405	NA
"GO:0035282"	"segmentation"	0.00375539343033027	0.0218024547372141	NA
"GO:0002446"	"neutrophil mediated immunity"	0.00382353488400367	0.0221124051520492	NA
"GO:0045672"	"positive regulation of osteoclast differentiation"	0.00382353488400367	0.0221124051520492	NA
"GO:0034614"	"cellular response to reactive oxygen species"	0.0038313853036262	0.0221124051520492	NA
"GO:0071322"	"cellular response to carbohydrate stimulus"	0.0038313853036262	0.0221124051520492	NA
"GO:0014897"	"striated muscle hypertrophy"	0.00391207547440839	0.0225448473215906	NA
"GO:0048661"	"positive regulation of smooth muscle cell proliferation"	0.0040733811124582	0.0234399121956602	NA
"GO:0032413"	"negative regulation of ion transmembrane transporter activity"	0.00414693740476812	0.023611111107552	NA
"GO:0033689"	"negative regulation of osteoblast proliferation"	0.00415238764982488	0.023611111107552	NA
"GO:0060907"	"positive regulation of macrophage cytokine production"	0.00415238764982488	0.023611111107552	NA
"GO:1990535"	"neuron projection maintenance"	0.00415238764982488	0.023611111107552	NA
"GO:2000389"	"regulation of neutrophil extravasation"	0.00415238764982488	0.023611111107552	NA
"GO:2000391"	"positive regulation of neutrophil extravasation"	0.00415238764982488	0.023611111107552	NA
"GO:1903039"	"positive regulation of leukocyte cell-cell adhesion"	0.00416609094485355	0.023611111107552	NA
"GO:0010737"	"protein kinase A signaling"	0.00417554022142244	0.023611111107552	NA
"GO:0014741"	"negative regulation of muscle hypertrophy"	0.00417554022142244	0.023611111107552	NA
"GO:0030810"	"positive regulation of nucleotide biosynthetic process"	0.00417554022142244	0.023611111107552	NA
"GO:0060740"	"prostate gland epithelium morphogenesis"	0.00417554022142244	0.023611111107552	NA
"GO:1900373"	"positive regulation of purine nucleotide biosynthetic process"	0.00417554022142244	0.023611111107552	NA
"GO:0010675"	"regulation of cellular carbohydrate metabolic process"	0.00421973797384903	0.0238266012866829	NA
"GO:0014074"	"response to purine-containing compound"	0.0042393846907683	0.0238686507841387	NA
"GO:0038061"	"NIK/NF-kappaB signaling"	0.0042393846907683	0.0238686507841387	NA
"GO:0006940"	"regulation of smooth muscle contraction"	0.00437663013073319	0.0245706652820071	NA
"GO:0032637"	"interleukin-8 production"	0.00437663013073319	0.0245706652820071	NA
"GO:0021782"	"glial cell development"	0.0044101603721242	0.0246880651446666	NA
"GO:2000106"	"regulation of leukocyte apoptotic process"	0.0044101603721242	0.0246880651446666	NA
"GO:0060538"	"skeletal muscle organ development"	0.00451112926622827	0.025217212598216	NA
"GO:0034142"	"toll-like receptor 4 signaling pathway"	0.00454659602954596	0.0253070131772594	NA
"GO:0060512"	"prostate gland morphogenesis"	0.00454659602954596	0.0253070131772594	NA
"GO:2000406"	"positive regulation of T cell migration"	0.00454659602954596	0.0253070131772594	NA
"GO:0015893"	"drug transport"	0.00463080639170957	0.0257339157274072	NA
"GO:0045834"	"positive regulation of lipid metabolic process"	0.00463644533294712	0.0257339157274072	NA
"GO:0048839"	"inner ear development"	0.00475286463303828	0.0263427185681003	NA
"GO:0060402"	"calcium ion transport into cytosol"	0.00478185589206331	0.0264285340475194	NA
"GO:1903169"	"regulation of calcium ion transmembrane transport"	0.00478185589206331	0.0264285340475194	NA
"GO:0030808"	"regulation of nucleotide biosynthetic process"	0.0048614307369191	0.0267549626913705	NA
"GO:0045576"	"mast cell activation"	0.0048614307369191	0.0267549626913705	NA
"GO:1900371"	"regulation of purine nucleotide biosynthetic process"	0.0048614307369191	0.0267549626913705	NA
"GO:0060142"	"regulation of syncytium formation by plasma membrane fusion"	0.0049369923599933	0.0270276046025793	NA
"GO:1904707"	"positive regulation of vascular smooth muscle cell proliferation"	0.0049369923599933	0.0270276046025793	NA
"GO:0010810"	"regulation of cell-substrate adhesion"	0.0050042423581848	0.0270276046025793	NA
"GO:0002138"	"retinoic acid biosynthetic process"	0.00504220581647914	0.0270276046025793	NA
"GO:0006527"	"arginine catabolic process"	0.00504220581647914	0.0270276046025793	NA
"GO:0015809"	"arginine transport"	0.00504220581647914	0.0270276046025793	NA
"GO:0016102"	"diterpenoid biosynthetic process"	0.00504220581647914	0.0270276046025793	NA
"GO:0019227"	"neuronal action potential propagation"	0.00504220581647914	0.0270276046025793	NA
"GO:0032490"	"detection of molecule of bacterial origin"	0.00504220581647914	0.0270276046025793	NA
"GO:0034115"	"negative regulation of heterotypic cell-cell adhesion"	0.00504220581647914	0.0270276046025793	NA
"GO:0043568"	"positive regulation of insulin-like growth factor receptor signaling pathway"	0.00504220581647914	0.0270276046025793	NA
"GO:0048262"	"determination of dorsal/ventral asymmetry"	0.00504220581647914	0.0270276046025793	NA
"GO:0048263"	"determination of dorsal identity"	0.00504220581647914	0.0270276046025793	NA
"GO:0048630"	"skeletal muscle tissue growth"	0.00504220581647914	0.0270276046025793	NA
"GO:0070587"	"regulation of cell-cell adhesion involved in gastrulation"	0.00504220581647914	0.0270276046025793	NA
"GO:0070943"	"neutrophil mediated killing of symbiont cell"	0.00504220581647914	0.0270276046025793	NA
"GO:0071600"	"otic vesicle morphogenesis"	0.00504220581647914	0.0270276046025793	NA
"GO:0072172"	"mesonephric tubule formation"	0.00504220581647914	0.0270276046025793	NA
"GO:0098870"	"action potential propagation"	0.00504220581647914	0.0270276046025793	NA
"GO:0001678"	"cellular glucose homeostasis"	0.00508270572104041	0.0272074247420398	NA
"GO:0042130"	"negative regulation of T cell proliferation"	0.00511681461537052	0.0272780593868458	NA
"GO:0048641"	"regulation of skeletal muscle tissue development"	0.00511681461537052	0.0272780593868458	NA
"GO:0051193"	"regulation of cofactor metabolic process"	0.00511681461537052	0.0272780593868458	NA
"GO:0007565"	"female pregnancy"	0.0052382338664421	0.027887359346106	NA
"GO:0001952"	"regulation of cell-matrix adhesion"	0.00533820056045075	0.028159933241106	NA
"GO:0002286"	"T cell activation involved in immune response"	0.00533820056045075	0.028159933241106	NA
"GO:1904019"	"epithelial cell apoptotic process"	0.00533820056045075	0.028159933241106	NA
"GO:0046329"	"negative regulation of JNK cascade"	0.00534700495735797	0.028159933241106	NA
"GO:0071320"	"cellular response to cAMP"	0.00534700495735797	0.028159933241106	NA
"GO:1903170"	"negative regulation of calcium ion transmembrane transport"	0.00534700495735797	0.028159933241106	NA
"GO:1904037"	"positive regulation of epithelial cell apoptotic process"	0.00534700495735797	0.028159933241106	NA
"GO:1905209"	"positive regulation of cardiocyte differentiation"	0.00534700495735797	0.028159933241106	NA
"GO:0002292"	"T cell differentiation involved in immune response"	0.00538103515665838	0.0283010625914036	NA
"GO:2001236"	"regulation of extrinsic apoptotic signaling pathway"	0.00539722340545928	0.0283481009202177	NA
"GO:0032970"	"regulation of actin filament-based process"	0.00564029852529305	0.0295851047311953	NA
"GO:0032651"	"regulation of interleukin-1 beta production"	0.00565422571861396	0.029618454132445	NA
"GO:0035850"	"epithelial cell differentiation involved in kidney development"	0.0057768955761891	0.0301802301597169	NA
"GO:1903792"	"negative regulation of anion transport"	0.0057768955761891	0.0301802301597169	NA
"GO:0043547"	"positive regulation of GTPase activity"	0.00596341707365146	0.0309916479976517	NA
"GO:0006957"	"complement activation, alternative pathway"	0.00601141345009395	0.0309916479976517	NA
"GO:0033004"	"negative regulation of mast cell activation"	0.00601141345009395	0.0309916479976517	NA
"GO:0045086"	"positive regulation of interleukin-2 biosynthetic process"	0.00601141345009395	0.0309916479976517	NA
"GO:0060525"	"prostate glandular acinus development"	0.00601141345009395	0.0309916479976517	NA
"GO:0070586"	"cell-cell adhesion involved in gastrulation"	0.00601141345009395	0.0309916479976517	NA
"GO:1900165"	"negative regulation of interleukin-6 secretion"	0.00601141345009395	0.0309916479976517	NA
"GO:1900221"	"regulation of amyloid-beta clearance"	0.00601141345009395	0.0309916479976517	NA
"GO:2000009"	"negative regulation of protein localization to cell surface"	0.00601141345009395	0.0309916479976517	NA
"GO:2001279"	"regulation of unsaturated fatty acid biosynthetic process"	0.00601141345009395	0.0309916479976517	NA
"GO:0006636"	"unsaturated fatty acid biosynthetic process"	0.00622691229254012	0.0319401351247016	NA
"GO:0072210"	"metanephric nephron development"	0.00622691229254012	0.0319401351247016	NA
"GO:0010822"	"positive regulation of mitochondrion organization"	0.00622804065937831	0.0319401351247016	NA
"GO:0014743"	"regulation of muscle hypertrophy"	0.00622804065937831	0.0319401351247016	NA
"GO:0032410"	"negative regulation of transporter activity"	0.00652892196957993	0.0334393608206365	NA
"GO:0030073"	"insulin secretion"	0.00688961761410746	0.0352406192470621	NA
"GO:0070482"	"response to oxygen levels"	0.00690327218266723	0.0352643656015364	NA
"GO:0060401"	"cytosolic calcium ion transport"	0.00699120684775658	0.0356379307094923	NA
"GO:0002430"	"complement receptor mediated signaling pathway"	0.00705836859183658	0.0356379307094923	NA
"GO:0010885"	"regulation of cholesterol storage"	0.00705836859183658	0.0356379307094923	NA
"GO:0015802"	"basic amino acid transport"	0.00705836859183658	0.0356379307094923	NA
"GO:0032494"	"response to peptidoglycan"	0.00705836859183658	0.0356379307094923	NA
"GO:0034350"	"regulation of glial cell apoptotic process"	0.00705836859183658	0.0356379307094923	NA
"GO:0038094"	"Fc-gamma receptor signaling pathway"	0.00705836859183658	0.0356379307094923	NA
"GO:0048742"	"regulation of skeletal muscle fiber development"	0.00705836859183658	0.0356379307094923	NA
"GO:0070942"	"neutrophil mediated cytotoxicity"	0.00705836859183658	0.0356379307094923	NA
"GO:0015918"	"sterol transport"	0.00715925940947443	0.0359228880160432	NA
"GO:0030301"	"cholesterol transport"	0.00715925940947443	0.0359228880160432	NA
"GO:0032729"	"positive regulation of interferon-gamma production"	0.00715925940947443	0.0359228880160432	NA
"GO:0043409"	"negative regulation of MAPK cascade"	0.00718724569383586	0.0359228880160432	NA
"GO:2000241"	"regulation of reproductive process"	0.00718724569383586	0.0359228880160432	NA
"GO:0046456"	"icosanoid biosynthetic process"	0.00718824976145204	0.0359228880160432	NA
"GO:0048741"	"skeletal muscle fiber development"	0.00718824976145204	0.0359228880160432	NA
"GO:0098801"	"regulation of renal system process"	0.00718824976145204	0.0359228880160432	NA
"GO:0001667"	"ameboidal-type cell migration"	0.00740054773185183	0.0369366623402248	NA
"GO:0043902"	"positive regulation of multi-organism process"	0.00759120824356451	0.0378399972701502	NA
"GO:0002440"	"production of molecular mediator of immune response"	0.0076009836160815	0.0378405202159375	NA
"GO:0001774"	"microglial cell activation"	0.00770000100314465	0.0379950869171564	NA
"GO:0002269"	"leukocyte activation involved in inflammatory response"	0.00770000100314465	0.0379950869171564	NA
"GO:0010470"	"regulation of gastrulation"	0.00770000100314465	0.0379950869171564	NA
"GO:0030501"	"positive regulation of bone mineralization"	0.00770000100314465	0.0379950869171564	NA
"GO:0045923"	"positive regulation of fatty acid metabolic process"	0.00770000100314465	0.0379950869171564	NA
"GO:0051281"	"positive regulation of release of sequestered calcium ion into cytosol"	0.00770000100314465	0.0379950869171564	NA
"GO:1903580"	"positive regulation of ATP metabolic process"	0.00770000100314465	0.0379950869171564	NA
"GO:0032890"	"regulation of organic acid transport"	0.00782850859682455	0.0385805467750308	NA
"GO:0045861"	"negative regulation of proteolysis"	0.0080205329178922	0.0394771639090719	NA
"GO:0090092"	"regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"	0.00810063920800347	0.0398213583177357	NA
"GO:0021675"	"nerve development"	0.00817802164557387	0.039868030464608	NA
"GO:1904427"	"positive regulation of calcium ion transmembrane transport"	0.00817802164557387	0.039868030464608	NA
"GO:0010804"	"negative regulation of tumor necrosis factor-mediated signaling pathway"	0.00818145373449533	0.039868030464608	NA
"GO:0021534"	"cell proliferation in hindbrain"	0.00818145373449533	0.039868030464608	NA
"GO:0042574"	"retinal metabolic process"	0.00818145373449533	0.039868030464608	NA
"GO:0060732"	"positive regulation of inositol phosphate biosynthetic process"	0.00818145373449533	0.039868030464608	NA
"GO:0072224"	"metanephric glomerulus development"	0.00818145373449533	0.039868030464608	NA
"GO:0002823"	"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	0.00823273990697673	0.0400182748521738	NA
"GO:0010883"	"regulation of lipid storage"	0.00823273990697673	0.0400182748521738	NA
"GO:0071695"	"anatomical structure maturation"	0.00844789112173886	0.041013148832958	NA
"GO:0045913"	"positive regulation of carbohydrate metabolic process"	0.00853761418208916	0.0413973783079491	NA
"GO:0070232"	"regulation of T cell apoptotic process"	0.00878665064524998	0.0424995846413636	NA
"GO:1901381"	"positive regulation of potassium ion transmembrane transport"	0.00878665064524998	0.0424995846413636	NA
"GO:0006164"	"purine nucleotide biosynthetic process"	0.00885945138200388	0.0427460336100878	NA
"GO:0033002"	"muscle cell proliferation"	0.00885945138200388	0.0427460336100878	NA
"GO:0001101"	"response to acid chemical"	0.00891238304029552	0.042948466547631	NA
"GO:0050830"	"defense response to Gram-positive bacterium"	0.00893954935037043	0.0430263918917583	NA
"GO:0048708"	"astrocyte differentiation"	0.00928748612500091	0.0439303593422688	NA
"GO:0043087"	"regulation of GTPase activity"	0.0093028078104023	0.0439303593422688	NA
"GO:0032757"	"positive regulation of interleukin-8 production"	0.00936190547145869	0.0439303593422688	NA
"GO:0032873"	"negative regulation of stress-activated MAPK cascade"	0.00936190547145869	0.0439303593422688	NA
"GO:0050918"	"positive chemotaxis"	0.00936190547145869	0.0439303593422688	NA
"GO:0051898"	"negative regulation of protein kinase B signaling"	0.00936190547145869	0.0439303593422688	NA
"GO:0061098"	"positive regulation of protein tyrosine kinase activity"	0.00936190547145869	0.0439303593422688	NA
"GO:0070303"	"negative regulation of stress-activated protein kinase signaling cascade"	0.00936190547145869	0.0439303593422688	NA
"GO:0007379"	"segment specification"	0.00937907550303627	0.0439303593422688	NA
"GO:0010878"	"cholesterol storage"	0.00937907550303627	0.0439303593422688	NA
"GO:0010935"	"regulation of macrophage cytokine production"	0.00937907550303627	0.0439303593422688	NA
"GO:0016114"	"terpenoid biosynthetic process"	0.00937907550303627	0.0439303593422688	NA
"GO:0033089"	"positive regulation of T cell differentiation in thymus"	0.00937907550303627	0.0439303593422688	NA
"GO:0033623"	"regulation of integrin activation"	0.00937907550303627	0.0439303593422688	NA
"GO:0042953"	"lipoprotein transport"	0.00937907550303627	0.0439303593422688	NA
"GO:0044872"	"lipoprotein localization"	0.00937907550303627	0.0439303593422688	NA
"GO:0060442"	"branching involved in prostate gland morphogenesis"	0.00937907550303627	0.0439303593422688	NA
"GO:0070293"	"renal absorption"	0.00937907550303627	0.0439303593422688	NA
"GO:0071599"	"otic vesicle development"	0.00937907550303627	0.0439303593422688	NA
"GO:0090197"	"positive regulation of chemokine secretion"	0.00937907550303627	0.0439303593422688	NA
"GO:1901077"	"regulation of relaxation of muscle"	0.00937907550303627	0.0439303593422688	NA
"GO:2001256"	"regulation of store-operated calcium entry"	0.00937907550303627	0.0439303593422688	NA
"GO:0050678"	"regulation of epithelial cell proliferation"	0.00938558150016272	0.0439303593422688	NA
"GO:0015850"	"organic hydroxy compound transport"	0.00946189984290148	0.0442346643790603	NA
"GO:0045619"	"regulation of lymphocyte differentiation"	0.00961372157754098	0.044890802545248	NA
"GO:0002275"	"myeloid cell activation involved in immune response"	0.00967798418502508	0.0449761901615239	NA
"GO:0032945"	"negative regulation of mononuclear cell proliferation"	0.00967798418502508	0.0449761901615239	NA
"GO:0034103"	"regulation of tissue remodeling"	0.00967798418502508	0.0449761901615239	NA
"GO:0050672"	"negative regulation of lymphocyte proliferation"	0.00967798418502508	0.0449761901615239	NA
"GO:0050673"	"epithelial cell proliferation"	0.00985931092867046	0.0456053100863519	NA
"GO:0001764"	"neuron migration"	0.0098599775959759	0.0456053100863519	NA
"GO:0006109"	"regulation of carbohydrate metabolic process"	0.0098599775959759	0.0456053100863519	NA
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	0.0098599775959759	0.0456053100863519	NA
"GO:0072522"	"purine-containing compound biosynthetic process"	0.009879851760298	0.045643282099228	NA
"GO:0071887"	"leukocyte apoptotic process"	0.0101280595846549	0.0467347843806071	NA
"GO:0046879"	"hormone secretion"	0.0103887754789971	0.0478813644868262	NA
"GO:0010827"	"regulation of glucose transmembrane transport"	0.0104906342753974	0.0479541272251672	NA
"GO:0015908"	"fatty acid transport"	0.0104906342753974	0.0479541272251672	NA
"GO:0070509"	"calcium ion import"	0.0104906342753974	0.0479541272251672	NA
"GO:0018198"	"peptidyl-cysteine modification"	0.0105770784572348	0.0479541272251672	NA
"GO:0071384"	"cellular response to corticosteroid stimulus"	0.0105770784572348	0.0479541272251672	NA
"GO:0072604"	"interleukin-6 secretion"	0.0105770784572348	0.0479541272251672	NA
"GO:0090199"	"regulation of release of cytochrome c from mitochondria"	0.0105770784572348	0.0479541272251672	NA
"GO:2000404"	"regulation of T cell migration"	0.0105770784572348	0.0479541272251672	NA
"GO:0046883"	"regulation of hormone secretion"	0.0106145495172663	0.0479541272251672	NA
"GO:0050796"	"regulation of insulin secretion"	0.0106256824797747	0.0479541272251672	NA
"GO:0007512"	"adult heart development"	0.0106496643390417	0.0479541272251672	NA
"GO:0010310"	"regulation of hydrogen peroxide metabolic process"	0.0106496643390417	0.0479541272251672	NA
"GO:0014733"	"regulation of skeletal muscle adaptation"	0.0106496643390417	0.0479541272251672	NA
"GO:0060314"	"regulation of ryanodine-sensitive calcium-release channel activity"	0.0106496643390417	0.0479541272251672	NA
"GO:0060766"	"negative regulation of androgen receptor signaling pathway"	0.0106496643390417	0.0479541272251672	NA
"GO:0070885"	"negative regulation of calcineurin-NFAT signaling cascade"	0.0106496643390417	0.0479541272251672	NA
"GO:0072672"	"neutrophil extravasation"	0.0106496643390417	0.0479541272251672	NA
"GO:0090196"	"regulation of chemokine secretion"	0.0106496643390417	0.0479541272251672	NA
"GO:0106057"	"negative regulation of calcineurin-mediated signaling"	0.0106496643390417	0.0479541272251672	NA
"GO:1900016"	"negative regulation of cytokine production involved in inflammatory response"	0.0106496643390417	0.0479541272251672	NA
"GO:0031334"	"positive regulation of protein complex assembly"	0.0107559809748274	0.0482339804468514	NA
"GO:0071375"	"cellular response to peptide hormone stimulus"	0.0107559809748274	0.0482339804468514	NA
"GO:0006633"	"fatty acid biosynthetic process"	0.0107611206056993	0.0482339804468514	NA
"GO:0010821"	"regulation of mitochondrion organization"	0.0107611206056993	0.0482339804468514	NA
"GO:0050870"	"positive regulation of T cell activation"	0.0108900349058364	0.0487559571928351	NA
"GO:0090407"	"organophosphate biosynthetic process"	0.0110194971862228	0.0492791914167883	NA
"GO:0002820"	"negative regulation of adaptive immune response"	0.0112172839874015	0.0499922918481799	NA
"GO:0032309"	"icosanoid secretion"	0.0112172839874015	0.0499922918481799	NA
"GO:0050704"	"regulation of interleukin-1 secretion"	0.0112172839874015	0.0499922918481799	NA
"GO:0033077"	"T cell differentiation in thymus"	0.0113461695531051	0.0504517743878411	NA
"GO:0044344"	"cellular response to fibroblast growth factor stimulus"	0.0113461695531051	0.0504517743878411	NA
"GO:0006911"	"phagocytosis, engulfment"	0.0114326630264158	0.0507786724430931	NA
"GO:0002762"	"negative regulation of myeloid leukocyte differentiation"	0.0118794088744054	0.0524284034653646	NA
"GO:0007520"	"myoblast fusion"	0.0118794088744054	0.0524284034653646	NA
"GO:0061005"	"cell differentiation involved in kidney development"	0.0118794088744054	0.0524284034653646	NA
"GO:2000725"	"regulation of cardiac muscle cell differentiation"	0.0118794088744054	0.0524284034653646	NA
"GO:0010919"	"regulation of inositol phosphate biosynthetic process"	0.0119916741889858	0.0524284034653646	NA
"GO:0032310"	"prostaglandin secretion"	0.0119916741889858	0.0524284034653646	NA
"GO:0034349"	"glial cell apoptotic process"	0.0119916741889858	0.0524284034653646	NA
"GO:0035313"	"wound healing, spreading of epidermal cells"	0.0119916741889858	0.0524284034653646	NA
"GO:0042535"	"positive regulation of tumor necrosis factor biosynthetic process"	0.0119916741889858	0.0524284034653646	NA
"GO:0070886"	"positive regulation of calcineurin-NFAT signaling cascade"	0.0119916741889858	0.0524284034653646	NA
"GO:0090185"	"negative regulation of kidney development"	0.0119916741889858	0.0524284034653646	NA
"GO:0090195"	"chemokine secretion"	0.0119916741889858	0.0524284034653646	NA
"GO:0106058"	"positive regulation of calcineurin-mediated signaling"	0.0119916741889858	0.0524284034653646	NA
"GO:0140131"	"positive regulation of lymphocyte chemotaxis"	0.0119916741889858	0.0524284034653646	NA
"GO:0001505"	"regulation of neurotransmitter levels"	0.0120423163672512	0.0524739242149819	NA
"GO:0003002"	"regionalization"	0.0120423163672512	0.0524739242149819	NA
"GO:0009914"	"hormone transport"	0.0120423163672512	0.0524739242149819	NA
"GO:0071774"	"response to fibroblast growth factor"	0.0122453737465719	0.0532993853952567	NA
"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	0.0125296570576774	0.0541905214246994	NA
"GO:0002448"	"mast cell mediated immunity"	0.012563569818604	0.0541905214246994	NA
"GO:0017001"	"antibiotic catabolic process"	0.012563569818604	0.0541905214246994	NA
"GO:0021545"	"cranial nerve development"	0.012563569818604	0.0541905214246994	NA
